origin_stop_id,dest_stop_id,time_bin_id,is_structural_zero,primary_reason,triggered_rules,feasible,minimum_transfers,minimum_initial_wait_minutes,minimum_journey_time_minutes,feasible_departure_count,earliest_arrival_seconds
BERNEX_HAINARD,PETIT_LANCY_LES_ESSERTS,t0830,false,,,true,0,0,10.983333333333333,9,30600
BERNEX_HAINARD,PETIT_LANCY_PLACE,t0700,false,,,true,0,0,12.983333333333333,12,25320
BERNEX_HAINARD,PETIT_LANCY_PLACE,t0730,false,,,true,0,0,12.983333333333333,13,27060
BERNEX_HAINARD,PETIT_LANCY_PLACE,t0800,false,,,true,0,0,12.983333333333333,13,28680
BERNEX_HAINARD,PETIT_LANCY_PLACE,t0830,false,,,true,0,0,12.983333333333333,9,30720
BERNEX_HAINARD,PETIT_LANCY_QUIDORT,t0700,false,,,true,0,0,13.983333333333333,12,25380
BERNEX_HAINARD,PETIT_LANCY_QUIDORT,t0730,false,,,true,0,0,13.983333333333333,13,27120
BERNEX_HAINARD,PETIT_LANCY_QUIDORT,t0800,false,,,true,0,0,14.983333333333333,13,28800
BERNEX_HAINARD,PETIT_LANCY_QUIDORT,t0830,false,,,true,0,0,13.983333333333333,9,30780
BERNEX_HAINARD,PLAN_LES_OUATES_TREFLE_BLANC,t0700,false,,,true,1,0,44.983333333333334,12,27360
BERNEX_HAINARD,PLAN_LES_OUATES_TREFLE_BLANC,t0730,false,,,true,1,0,44.983333333333334,13,29100
BERNEX_HAINARD,PLAN_LES_OUATES_TREFLE_BLANC,t0800,false,,,true,1,0,43.983333333333334,13,30900
BERNEX_HAINARD,PLAN_LES_OUATES_TREFLE_BLANC,t0830,false,,,true,1,0,43.983333333333334,9,32580
BERNEX_HAINARD,THONEX_GRAVESON,t0700,false,,,true,1,0,39.983333333333334,12,26940
BERNEX_HAINARD,THONEX_GRAVESON,t0730,false,,,true,1,0,40.983333333333334,13,28740
BERNEX_HAINARD,THONEX_GRAVESON,t0800,false,,,true,1,0,40.983333333333334,13,30420
BERNEX_HAINARD,THONEX_GRAVESON,t0830,false,,,true,1,0,40.983333333333334,8,32400
BERNEX_HAINARD,THONEX_MOILLESULAZ,t0700,false,,,true,1,0,41.983333333333334,12,27060
BERNEX_HAINARD,THONEX_MOILLESULAZ,t0730,false,,,true,1,0,42.983333333333334,13,28860
BERNEX_HAINARD,THONEX_MOILLESULAZ,t0800,false,,,true,1,0,42.983333333333334,13,30540
BERNEX_HAINARD,THONEX_MOILLESULAZ,t0830,false,,,true,1,0,42.983333333333334,8,32520
BERNEX_HAINARD,VERNIER_AVANCHETS_ETANG,t0700,false,,,true,0,0,37.983333333333334,12,26820
BERNEX_HAINARD,VERNIER_AVANCHETS_ETANG,t0730,false,,,true,0,0,39.983333333333334,13,28680
BERNEX_HAINARD,VERNIER_AVANCHETS_ETANG,t0800,false,,,true,0,0,39.983333333333334,13,30360
BERNEX_HAINARD,VERNIER_AVANCHETS_ETANG,t0830,false,,,true,0,0,38.983333333333334,9,32280
BERNEX_HAINARD,VERNIER_BALEXERT,t0700,false,,,true,0,0,36.983333333333334,12,26760
BERNEX_HAINARD,VERNIER_BALEXERT,t0730,false,,,true,0,0,38.983333333333334,13,28620
BERNEX_HAINARD,VERNIER_BALEXERT,t0800,false,,,true,0,0,37.983333333333334,13,30300
BERNEX_HAINARD,VERNIER_BALEXERT,t0830,false,,,true,0,0,37.983333333333334,9,32220
BERNEX_HAINARD,VERNIER_BLANDONNET,t0700,false,,,true,0,0,39.983333333333334,12,26940
BERNEX_HAINARD,VERNIER_BLANDONNET,t0730,false,,,true,0,0,41.983333333333334,13,28800
BERNEX_HAINARD,VERNIER_BLANDONNET,t0800,false,,,true,0,0,40.983333333333334,13,30480
BERNEX_HAINARD,VERNIER_BLANDONNET,t0830,false,,,true,0,0,40.983333333333334,9,32400
